Child,Parent,Certainty Type,Multiplicity
𐗒,i
𐗓,i
𐗔,c
𐗊,e
𐗌,h
𐗛,p
𐗝,n,3
𐗈,d
𐗰,x
𐗖,l,,2
𐗪,u
𐗗,b
𐗃,b,3,2
𐗂,μ
𐗥,b
𐗫,𐗪/𐗒
𐗐,𐗔
𐗱,χ
𐗑,𐗓
𐗮,γ
𐗎,𐗌/𐗓
𐗚,o/ο
𐗧,z
𐗦,𐗧
𐗢,t
𐗄,𐗢/z
𐗟,s
𐗲,p/s
𐗬,s/i
𐗠,s
𐗡,𐗠/𐗢

𐗜,c/i
𐗕,l/i

𐗋,β
𐗣,θ
𐗆,λ
𐗀,α
𐗞,ρ
𐗘,ν
𐗇,𐗘/𐗆
𐗍,𐗘/𐗌
𐗏,𐗘/𐗎
𐗅,t/s
𐗭,𐗓/𐗠
𐗨,d/s
𐗩,𐗨,3
𐗳,ω
𐗯,ϛ
𐗙,𐗘/𐗒

𐗁,𐗀/𐗟
