Child,Parent,Certainty Type,Source,Notes
ળ,ळ,5,,Sound similarity
ૐ,ॐ,4,
ઑ,ઍ/ૉ,4,
ઍ,અ/ૅ,4,

ૅ,ે,1,Mistry 1996
ૉ,ો,1,Mistry 1996

ઁ,ँ,4
્,्,4
ઽ,ऽ,4
