Child,Parent,Certainty Type,Source,Notes
ܖ,𐡃,1,https://en.wikipedia.org/wiki/Dalet,
ܖ,𐡓,1,https://en.wikipedia.org/wiki/Resh,
ܕ,ܖ,1,https://en.wikipedia.org/wiki/Dalet,Convergence of Aramaic D and R resulted in dots to distinguish
ܪ,ܖ,1,https://en.wikipedia.org/wiki/Resh,Convergence of Aramaic D and R resulted in dots to distinguish
